survey_id,Date,ANI,DNIS,channel,product,state,call_transcrpt,all_topics_discussed,supporting_quote,ai_topic_reasoning,customer_sentiment,process_time,model_version,topic_cluster_ids,topic_discussed,general_topic_l1
S077,1/08/2025,0453 900 787,0416 157 888,Mobile App,Travel,SA,"Although the product itself is fine, the system crash made the experience unpleasant. I hope future interactions can be smoother and more efficient for customers like me.","['Product quality', 'System crash', 'Unpleasant experience', 'Need for smoother interactions']",the system crash made the experience unpleasant.,The customer appreciates the product but is dissatisfied due to technical issues that affected their experience. Future improvements are desired.,Negative,2025-11-18T22:49:51,gpt-4o-mini,"[2, 11, 8, 4]",System crash,System stability issues
S077,1/08/2025,0453 900 787,0416 157 888,Mobile App,Travel,SA,"Although the product itself is fine, the system crash made the experience unpleasant. I hope future interactions can be smoother and more efficient for customers like me.","['Product quality', 'System crash', 'Unpleasant experience', 'Need for smoother interactions']",the system crash made the experience unpleasant.,The customer appreciates the product but is dissatisfied due to technical issues that affected their experience. Future improvements are desired.,Negative,2025-11-18T22:49:51,gpt-4o-mini,"[2, 11, 8, 4]",Unpleasant experience,Customer service issues
S077,1/08/2025,0453 900 787,0416 157 888,Mobile App,Travel,SA,"Although the product itself is fine, the system crash made the experience unpleasant. I hope future interactions can be smoother and more efficient for customers like me.","['Product quality', 'System crash', 'Unpleasant experience', 'Need for smoother interactions']",the system crash made the experience unpleasant.,The customer appreciates the product but is dissatisfied due to technical issues that affected their experience. Future improvements are desired.,Negative,2025-11-18T22:49:51,gpt-4o-mini,"[2, 11, 8, 4]",Need for smoother interactions,Service response efficiency
S078,24/05/2025,0489 377 119,0411 741 319,Phone,Ambulance Cover,TAS,"I faced a long waiting time recently and it caused significant inconvenience. While the agent tried to help, the process was confusing and slow, making the whole experience frustrating.","['Long waiting time', 'Confusing process', 'Slow service', 'Frustrating experience']","the process was confusing and slow, making the whole experience frustrating.","The customer experienced delays and confusion during their interaction with the service, leading to frustration.",Negative,2025-11-18T22:49:54,gpt-4o-mini,"[0, 10, 4, 8]",Long waiting time,Delivery handling concerns
S078,24/05/2025,0489 377 119,0411 741 319,Phone,Ambulance Cover,TAS,"I faced a long waiting time recently and it caused significant inconvenience. While the agent tried to help, the process was confusing and slow, making the whole experience frustrating.","['Long waiting time', 'Confusing process', 'Slow service', 'Frustrating experience']","the process was confusing and slow, making the whole experience frustrating.","The customer experienced delays and confusion during their interaction with the service, leading to frustration.",Negative,2025-11-18T22:49:54,gpt-4o-mini,"[0, 10, 4, 8]",Confusing process,Communication improvement needs
S078,24/05/2025,0489 377 119,0411 741 319,Phone,Ambulance Cover,TAS,"I faced a long waiting time recently and it caused significant inconvenience. While the agent tried to help, the process was confusing and slow, making the whole experience frustrating.","['Long waiting time', 'Confusing process', 'Slow service', 'Frustrating experience']","the process was confusing and slow, making the whole experience frustrating.","The customer experienced delays and confusion during their interaction with the service, leading to frustration.",Negative,2025-11-18T22:49:54,gpt-4o-mini,"[0, 10, 4, 8]",Slow service,Service response efficiency
S078,24/05/2025,0489 377 119,0411 741 319,Phone,Ambulance Cover,TAS,"I faced a long waiting time recently and it caused significant inconvenience. While the agent tried to help, the process was confusing and slow, making the whole experience frustrating.","['Long waiting time', 'Confusing process', 'Slow service', 'Frustrating experience']","the process was confusing and slow, making the whole experience frustrating.","The customer experienced delays and confusion during their interaction with the service, leading to frustration.",Negative,2025-11-18T22:49:54,gpt-4o-mini,"[0, 10, 4, 8]",Frustrating experience,Customer service issues
S079,23/09/2025,0436 401 685,0465 964 601,Email,Travel,VIC,The overall experience was not great due to a poor product quality. I had to contact support multiple times and it still remains unresolved. I expected better service quality.,"['Poor product quality', 'Multiple support contacts', 'Unresolved issues', 'Expectations not met']",The overall experience was not great due to a poor product quality.,"The customer expresses dissatisfaction with the quality of the product and the support received, indicating a need for improvements.",Negative,2025-11-18T22:49:57,gpt-4o-mini,"[2, 1, 1, 8]",Poor product quality,Service and Product Quality
S079,23/09/2025,0436 401 685,0465 964 601,Email,Travel,VIC,The overall experience was not great due to a poor product quality. I had to contact support multiple times and it still remains unresolved. I expected better service quality.,"['Poor product quality', 'Multiple support contacts', 'Unresolved issues', 'Expectations not met']",The overall experience was not great due to a poor product quality.,"The customer expresses dissatisfaction with the quality of the product and the support received, indicating a need for improvements.",Negative,2025-11-18T22:49:57,gpt-4o-mini,"[2, 1, 1, 8]",Multiple support contacts,Support communication challenges
S079,23/09/2025,0436 401 685,0465 964 601,Email,Travel,VIC,The overall experience was not great due to a poor product quality. I had to contact support multiple times and it still remains unresolved. I expected better service quality.,"['Poor product quality', 'Multiple support contacts', 'Unresolved issues', 'Expectations not met']",The overall experience was not great due to a poor product quality.,"The customer expresses dissatisfaction with the quality of the product and the support received, indicating a need for improvements.",Negative,2025-11-18T22:49:57,gpt-4o-mini,"[2, 1, 1, 8]",Unresolved issues,Support communication challenges
S079,23/09/2025,0436 401 685,0465 964 601,Email,Travel,VIC,The overall experience was not great due to a poor product quality. I had to contact support multiple times and it still remains unresolved. I expected better service quality.,"['Poor product quality', 'Multiple support contacts', 'Unresolved issues', 'Expectations not met']",The overall experience was not great due to a poor product quality.,"The customer expresses dissatisfaction with the quality of the product and the support received, indicating a need for improvements.",Negative,2025-11-18T22:49:57,gpt-4o-mini,"[2, 1, 1, 8]",Expectations not met,Customer service issues
S080,18/07/2025,0441 647 566,0403 682 765,Email,Ambulance Cover,QLD,"I'm annoyed about how my unhelpful agent was addressed. It seems like there is no proper escalation process or accountability within the team, which made things worse.","['Unhelpful agent interaction', 'Lack of escalation process', 'Poor team accountability']",I'm annoyed about how my unhelpful agent was addressed.,The customer expresses frustration with agent support and highlights systemic issues in the team's responsiveness.,Negative,2025-11-18T22:50:01,gpt-4o-mini,"[8, 3, 5]",Unhelpful agent interaction,Customer service issues
S080,18/07/2025,0441 647 566,0403 682 765,Email,Ambulance Cover,QLD,"I'm annoyed about how my unhelpful agent was addressed. It seems like there is no proper escalation process or accountability within the team, which made things worse.","['Unhelpful agent interaction', 'Lack of escalation process', 'Poor team accountability']",I'm annoyed about how my unhelpful agent was addressed.,The customer expresses frustration with agent support and highlights systemic issues in the team's responsiveness.,Negative,2025-11-18T22:50:01,gpt-4o-mini,"[8, 3, 5]",Lack of escalation process,Escalation and follow-up issues
S080,18/07/2025,0441 647 566,0403 682 765,Email,Ambulance Cover,QLD,"I'm annoyed about how my unhelpful agent was addressed. It seems like there is no proper escalation process or accountability within the team, which made things worse.","['Unhelpful agent interaction', 'Lack of escalation process', 'Poor team accountability']",I'm annoyed about how my unhelpful agent was addressed.,The customer expresses frustration with agent support and highlights systemic issues in the team's responsiveness.,Negative,2025-11-18T22:50:01,gpt-4o-mini,"[8, 3, 5]",Poor team accountability,Team accountability challenges
S081,28/07/2025,0494 928 511,0412 481 527,Email,Ambulance Cover,TAS,"I am quite disappointed with how the system crash was handled. It took longer than expected to get a resolution, and the communication from your support team was not clear enough.","['Disappointment with resolution', 'Delayed resolution time', 'Unclear communication from support']","I am quite disappointed with how the system crash was handled. It took longer than expected to get a resolution, and the communication from your support team wa","The customer expresses dissatisfaction with the handling of a system crash, highlighting delays and inadequate communication.",Negative,2025-11-18T22:50:04,gpt-4o-mini,"[7, 4, 1]",Disappointment with resolution,Incorrect item management
S081,28/07/2025,0494 928 511,0412 481 527,Email,Ambulance Cover,TAS,"I am quite disappointed with how the system crash was handled. It took longer than expected to get a resolution, and the communication from your support team was not clear enough.","['Disappointment with resolution', 'Delayed resolution time', 'Unclear communication from support']","I am quite disappointed with how the system crash was handled. It took longer than expected to get a resolution, and the communication from your support team wa","The customer expresses dissatisfaction with the handling of a system crash, highlighting delays and inadequate communication.",Negative,2025-11-18T22:50:04,gpt-4o-mini,"[7, 4, 1]",Delayed resolution time,Service response efficiency
S081,28/07/2025,0494 928 511,0412 481 527,Email,Ambulance Cover,TAS,"I am quite disappointed with how the system crash was handled. It took longer than expected to get a resolution, and the communication from your support team was not clear enough.","['Disappointment with resolution', 'Delayed resolution time', 'Unclear communication from support']","I am quite disappointed with how the system crash was handled. It took longer than expected to get a resolution, and the communication from your support team wa","The customer expresses dissatisfaction with the handling of a system crash, highlighting delays and inadequate communication.",Negative,2025-11-18T22:50:04,gpt-4o-mini,"[7, 4, 1]",Unclear communication from support,Support communication challenges
S082,10/07/2025,0478 380 655,0409 416 989,Phone,Ambulance Cover,VIC,"Although the product itself is fine, the unhelpful agent made the experience unpleasant. I hope future interactions can be smoother and more efficient for customers like me.","['Unhelpful agent', 'Unpleasant experience', 'Need for smoother interactions']",the unhelpful agent made the experience unpleasant.,The customer highlights dissatisfaction with the assistance received and expresses a desire for improved interactions.,Negative,2025-11-18T22:50:07,gpt-4o-mini,"[8, 8, 4]",Unhelpful agent,Customer service issues
S082,10/07/2025,0478 380 655,0409 416 989,Phone,Ambulance Cover,VIC,"Although the product itself is fine, the unhelpful agent made the experience unpleasant. I hope future interactions can be smoother and more efficient for customers like me.","['Unhelpful agent', 'Unpleasant experience', 'Need for smoother interactions']",the unhelpful agent made the experience unpleasant.,The customer highlights dissatisfaction with the assistance received and expresses a desire for improved interactions.,Negative,2025-11-18T22:50:07,gpt-4o-mini,"[8, 8, 4]",Unpleasant experience,Customer service issues
S082,10/07/2025,0478 380 655,0409 416 989,Phone,Ambulance Cover,VIC,"Although the product itself is fine, the unhelpful agent made the experience unpleasant. I hope future interactions can be smoother and more efficient for customers like me.","['Unhelpful agent', 'Unpleasant experience', 'Need for smoother interactions']",the unhelpful agent made the experience unpleasant.,The customer highlights dissatisfaction with the assistance received and expresses a desire for improved interactions.,Negative,2025-11-18T22:50:07,gpt-4o-mini,"[8, 8, 4]",Need for smoother interactions,Service response efficiency
S083,17/04/2025,0455 214 592,0423 138 435,Phone,Hospital,VIC,"I faced a unclear instructions recently and it caused significant inconvenience. While the agent tried to help, the process was confusing and slow, making the whole experience frustrating.","['Unclear instructions', 'Confusing process', 'Slow service']",I faced a unclear instructions recently and it caused significant inconvenience.,The customer encountered confusing instructions and a slow process resulting in frustration.,Negative,2025-11-18T22:50:10,gpt-4o-mini,"[10, 10, 4]",Unclear instructions,Communication improvement needs
S083,17/04/2025,0455 214 592,0423 138 435,Phone,Hospital,VIC,"I faced a unclear instructions recently and it caused significant inconvenience. While the agent tried to help, the process was confusing and slow, making the whole experience frustrating.","['Unclear instructions', 'Confusing process', 'Slow service']",I faced a unclear instructions recently and it caused significant inconvenience.,The customer encountered confusing instructions and a slow process resulting in frustration.,Negative,2025-11-18T22:50:10,gpt-4o-mini,"[10, 10, 4]",Confusing process,Communication improvement needs
S083,17/04/2025,0455 214 592,0423 138 435,Phone,Hospital,VIC,"I faced a unclear instructions recently and it caused significant inconvenience. While the agent tried to help, the process was confusing and slow, making the whole experience frustrating.","['Unclear instructions', 'Confusing process', 'Slow service']",I faced a unclear instructions recently and it caused significant inconvenience.,The customer encountered confusing instructions and a slow process resulting in frustration.,Negative,2025-11-18T22:50:10,gpt-4o-mini,"[10, 10, 4]",Slow service,Service response efficiency
S084,3/09/2025,0464 489 697,0485 247 584,Email,Extras,NT,"Although the product itself is fine, the poor product quality made the experience unpleasant. I hope future interactions can be smoother and more efficient for customers like me.","['Poor product quality', 'Unpleasant experience', 'Need for smoother interactions', 'Desire for efficiency']",the poor product quality made the experience unpleasant.,The customer highlights issues with product quality and expresses a desire for better service in future interactions.,Negative,2025-11-18T22:50:13,gpt-4o-mini,"[2, 8, 4, 4]",Poor product quality,Service and Product Quality
S084,3/09/2025,0464 489 697,0485 247 584,Email,Extras,NT,"Although the product itself is fine, the poor product quality made the experience unpleasant. I hope future interactions can be smoother and more efficient for customers like me.","['Poor product quality', 'Unpleasant experience', 'Need for smoother interactions', 'Desire for efficiency']",the poor product quality made the experience unpleasant.,The customer highlights issues with product quality and expresses a desire for better service in future interactions.,Negative,2025-11-18T22:50:13,gpt-4o-mini,"[2, 8, 4, 4]",Unpleasant experience,Customer service issues
S084,3/09/2025,0464 489 697,0485 247 584,Email,Extras,NT,"Although the product itself is fine, the poor product quality made the experience unpleasant. I hope future interactions can be smoother and more efficient for customers like me.","['Poor product quality', 'Unpleasant experience', 'Need for smoother interactions', 'Desire for efficiency']",the poor product quality made the experience unpleasant.,The customer highlights issues with product quality and expresses a desire for better service in future interactions.,Negative,2025-11-18T22:50:13,gpt-4o-mini,"[2, 8, 4, 4]",Need for smoother interactions,Service response efficiency
S084,3/09/2025,0464 489 697,0485 247 584,Email,Extras,NT,"Although the product itself is fine, the poor product quality made the experience unpleasant. I hope future interactions can be smoother and more efficient for customers like me.","['Poor product quality', 'Unpleasant experience', 'Need for smoother interactions', 'Desire for efficiency']",the poor product quality made the experience unpleasant.,The customer highlights issues with product quality and expresses a desire for better service in future interactions.,Negative,2025-11-18T22:50:13,gpt-4o-mini,"[2, 8, 4, 4]",Desire for efficiency,Service response efficiency
S085,23/05/2025,0401 481 476,0459 929 128,Mobile App,Combined,TAS,The overall experience was not great due to a delivery delay. I had to contact support multiple times and it still remains unresolved. I expected better service quality.,"['Delivery delay', 'Frequent support contact', 'Unresolved issue', 'Poor service quality']",The overall experience was not great due to a delivery delay.,"The customer faced issues with delivery and had to contact support multiple times without resolution, highlighting dissatisfaction with service.",Negative,2025-11-18T22:50:17,gpt-4o-mini,"[0, 1, 1, 2]",Delivery delay,Delivery handling concerns
S085,23/05/2025,0401 481 476,0459 929 128,Mobile App,Combined,TAS,The overall experience was not great due to a delivery delay. I had to contact support multiple times and it still remains unresolved. I expected better service quality.,"['Delivery delay', 'Frequent support contact', 'Unresolved issue', 'Poor service quality']",The overall experience was not great due to a delivery delay.,"The customer faced issues with delivery and had to contact support multiple times without resolution, highlighting dissatisfaction with service.",Negative,2025-11-18T22:50:17,gpt-4o-mini,"[0, 1, 1, 2]",Frequent support contact,Support communication challenges
S085,23/05/2025,0401 481 476,0459 929 128,Mobile App,Combined,TAS,The overall experience was not great due to a delivery delay. I had to contact support multiple times and it still remains unresolved. I expected better service quality.,"['Delivery delay', 'Frequent support contact', 'Unresolved issue', 'Poor service quality']",The overall experience was not great due to a delivery delay.,"The customer faced issues with delivery and had to contact support multiple times without resolution, highlighting dissatisfaction with service.",Negative,2025-11-18T22:50:17,gpt-4o-mini,"[0, 1, 1, 2]",Unresolved issue,Support communication challenges
S085,23/05/2025,0401 481 476,0459 929 128,Mobile App,Combined,TAS,The overall experience was not great due to a delivery delay. I had to contact support multiple times and it still remains unresolved. I expected better service quality.,"['Delivery delay', 'Frequent support contact', 'Unresolved issue', 'Poor service quality']",The overall experience was not great due to a delivery delay.,"The customer faced issues with delivery and had to contact support multiple times without resolution, highlighting dissatisfaction with service.",Negative,2025-11-18T22:50:17,gpt-4o-mini,"[0, 1, 1, 2]",Poor service quality,Service and Product Quality
S086,1/06/2025,0482 576 925,0411 146 906,Phone,Travel,VIC,"I faced a unhelpful agent recently and it caused significant inconvenience. While the agent tried to help, the process was confusing and slow, making the whole experience frustrating.","['Unhelpful agent', 'Confusing process', 'Slow service']",I faced a unhelpful agent recently and it caused significant inconvenience.,"The customer experienced frustration due to an unhelpful agent and a confusing, slow process.",Negative,2025-11-18T22:50:19,gpt-4o-mini,"[8, 10, 4]",Unhelpful agent,Customer service issues
S086,1/06/2025,0482 576 925,0411 146 906,Phone,Travel,VIC,"I faced a unhelpful agent recently and it caused significant inconvenience. While the agent tried to help, the process was confusing and slow, making the whole experience frustrating.","['Unhelpful agent', 'Confusing process', 'Slow service']",I faced a unhelpful agent recently and it caused significant inconvenience.,"The customer experienced frustration due to an unhelpful agent and a confusing, slow process.",Negative,2025-11-18T22:50:19,gpt-4o-mini,"[8, 10, 4]",Confusing process,Communication improvement needs
S086,1/06/2025,0482 576 925,0411 146 906,Phone,Travel,VIC,"I faced a unhelpful agent recently and it caused significant inconvenience. While the agent tried to help, the process was confusing and slow, making the whole experience frustrating.","['Unhelpful agent', 'Confusing process', 'Slow service']",I faced a unhelpful agent recently and it caused significant inconvenience.,"The customer experienced frustration due to an unhelpful agent and a confusing, slow process.",Negative,2025-11-18T22:50:19,gpt-4o-mini,"[8, 10, 4]",Slow service,Service response efficiency
S087,4/10/2025,0491 912 609,0421 771 555,Branch,Extras,NSW,"Although the product itself is fine, the long waiting time made the experience unpleasant. I hope future interactions can be smoother and more efficient for customers like me.","['Long waiting time', 'Unpleasant experience', 'Need for smoother interactions']",the long waiting time made the experience unpleasant.,The customer is highlighting their dissatisfaction with the lengthy waiting period and wishes for improved efficiency in future interactions.,Negative,2025-11-18T22:50:22,gpt-4o-mini,"[0, 8, 4]",Long waiting time,Delivery handling concerns
S087,4/10/2025,0491 912 609,0421 771 555,Branch,Extras,NSW,"Although the product itself is fine, the long waiting time made the experience unpleasant. I hope future interactions can be smoother and more efficient for customers like me.","['Long waiting time', 'Unpleasant experience', 'Need for smoother interactions']",the long waiting time made the experience unpleasant.,The customer is highlighting their dissatisfaction with the lengthy waiting period and wishes for improved efficiency in future interactions.,Negative,2025-11-18T22:50:22,gpt-4o-mini,"[0, 8, 4]",Unpleasant experience,Customer service issues
S087,4/10/2025,0491 912 609,0421 771 555,Branch,Extras,NSW,"Although the product itself is fine, the long waiting time made the experience unpleasant. I hope future interactions can be smoother and more efficient for customers like me.","['Long waiting time', 'Unpleasant experience', 'Need for smoother interactions']",the long waiting time made the experience unpleasant.,The customer is highlighting their dissatisfaction with the lengthy waiting period and wishes for improved efficiency in future interactions.,Negative,2025-11-18T22:50:22,gpt-4o-mini,"[0, 8, 4]",Need for smoother interactions,Service response efficiency
S088,28/09/2025,0456 934 637,0401 396 936,Branch,Hospital,TAS,The overall experience was not great due to a website bug. I had to contact support multiple times and it still remains unresolved. I expected better service quality.,"['Website bug', 'Poor customer support', 'Unresolved issues', 'Service quality expectations']",The overall experience was not great due to a website bug.,The user faced technical issues with the website and inadequate support. Their expectations for service quality were not met.,Negative,2025-11-18T22:50:25,gpt-4o-mini,"[11, 1, 1, 2]",Website bug,System stability issues
S088,28/09/2025,0456 934 637,0401 396 936,Branch,Hospital,TAS,The overall experience was not great due to a website bug. I had to contact support multiple times and it still remains unresolved. I expected better service quality.,"['Website bug', 'Poor customer support', 'Unresolved issues', 'Service quality expectations']",The overall experience was not great due to a website bug.,The user faced technical issues with the website and inadequate support. Their expectations for service quality were not met.,Negative,2025-11-18T22:50:25,gpt-4o-mini,"[11, 1, 1, 2]",Poor customer support,Support communication challenges
S088,28/09/2025,0456 934 637,0401 396 936,Branch,Hospital,TAS,The overall experience was not great due to a website bug. I had to contact support multiple times and it still remains unresolved. I expected better service quality.,"['Website bug', 'Poor customer support', 'Unresolved issues', 'Service quality expectations']",The overall experience was not great due to a website bug.,The user faced technical issues with the website and inadequate support. Their expectations for service quality were not met.,Negative,2025-11-18T22:50:25,gpt-4o-mini,"[11, 1, 1, 2]",Unresolved issues,Support communication challenges
S088,28/09/2025,0456 934 637,0401 396 936,Branch,Hospital,TAS,The overall experience was not great due to a website bug. I had to contact support multiple times and it still remains unresolved. I expected better service quality.,"['Website bug', 'Poor customer support', 'Unresolved issues', 'Service quality expectations']",The overall experience was not great due to a website bug.,The user faced technical issues with the website and inadequate support. Their expectations for service quality were not met.,Negative,2025-11-18T22:50:25,gpt-4o-mini,"[11, 1, 1, 2]",Service quality expectations,Service and Product Quality
S089,15/08/2025,0498 244 797,0434 923 428,Phone,Travel,TAS,"I faced a miscommunication recently and it caused significant inconvenience. While the agent tried to help, the process was confusing and slow, making the whole experience frustrating.","['Miscommunication issues', 'Inconvenient experience', 'Confusing process', 'Slow service']",I faced a miscommunication recently and it caused significant inconvenience.,"The customer highlights miscommunication and confusion during the process, leading to frustration with the overall service.",Negative,2025-11-18T22:50:27,gpt-4o-mini,"[10, 8, 10, 4]",Miscommunication issues,Communication improvement needs
S089,15/08/2025,0498 244 797,0434 923 428,Phone,Travel,TAS,"I faced a miscommunication recently and it caused significant inconvenience. While the agent tried to help, the process was confusing and slow, making the whole experience frustrating.","['Miscommunication issues', 'Inconvenient experience', 'Confusing process', 'Slow service']",I faced a miscommunication recently and it caused significant inconvenience.,"The customer highlights miscommunication and confusion during the process, leading to frustration with the overall service.",Negative,2025-11-18T22:50:27,gpt-4o-mini,"[10, 8, 10, 4]",Inconvenient experience,Customer service issues
S089,15/08/2025,0498 244 797,0434 923 428,Phone,Travel,TAS,"I faced a miscommunication recently and it caused significant inconvenience. While the agent tried to help, the process was confusing and slow, making the whole experience frustrating.","['Miscommunication issues', 'Inconvenient experience', 'Confusing process', 'Slow service']",I faced a miscommunication recently and it caused significant inconvenience.,"The customer highlights miscommunication and confusion during the process, leading to frustration with the overall service.",Negative,2025-11-18T22:50:27,gpt-4o-mini,"[10, 8, 10, 4]",Confusing process,Communication improvement needs
S089,15/08/2025,0498 244 797,0434 923 428,Phone,Travel,TAS,"I faced a miscommunication recently and it caused significant inconvenience. While the agent tried to help, the process was confusing and slow, making the whole experience frustrating.","['Miscommunication issues', 'Inconvenient experience', 'Confusing process', 'Slow service']",I faced a miscommunication recently and it caused significant inconvenience.,"The customer highlights miscommunication and confusion during the process, leading to frustration with the overall service.",Negative,2025-11-18T22:50:27,gpt-4o-mini,"[10, 8, 10, 4]",Slow service,Service response efficiency
S090,1/08/2025,0442 599 689,0489 768 114,Mobile App,Combined,NT,"I'm constructive about how my website bug was addressed. It seems like there is no proper escalation process or accountability within the team, which made things worse.","['Positive approach to bug resolution', 'Lack of escalation process', 'Accountability issues within team']","It seems like there is no proper escalation process or accountability within the team, which made things worse.",The response highlights a positive perspective on the bug resolution but identifies major issues with escalation and accountability.,Negative,2025-11-18T22:50:32,gpt-4o-mini,"[7, 3, 5]",Positive approach to bug resolution,Incorrect item management
S090,1/08/2025,0442 599 689,0489 768 114,Mobile App,Combined,NT,"I'm constructive about how my website bug was addressed. It seems like there is no proper escalation process or accountability within the team, which made things worse.","['Positive approach to bug resolution', 'Lack of escalation process', 'Accountability issues within team']","It seems like there is no proper escalation process or accountability within the team, which made things worse.",The response highlights a positive perspective on the bug resolution but identifies major issues with escalation and accountability.,Negative,2025-11-18T22:50:32,gpt-4o-mini,"[7, 3, 5]",Lack of escalation process,Escalation and follow-up issues
S090,1/08/2025,0442 599 689,0489 768 114,Mobile App,Combined,NT,"I'm constructive about how my website bug was addressed. It seems like there is no proper escalation process or accountability within the team, which made things worse.","['Positive approach to bug resolution', 'Lack of escalation process', 'Accountability issues within team']","It seems like there is no proper escalation process or accountability within the team, which made things worse.",The response highlights a positive perspective on the bug resolution but identifies major issues with escalation and accountability.,Negative,2025-11-18T22:50:32,gpt-4o-mini,"[7, 3, 5]",Accountability issues within team,Team accountability challenges
S091,3/07/2025,0448 873 714,0441 120 431,Branch,Combined,NT,"I'm constructive about how my miscommunication was addressed. It seems like there is no proper escalation process or accountability within the team, which made things worse.","['Miscommunication handling', 'Lack of escalation process', 'Accountability issues']","It seems like there is no proper escalation process or accountability within the team, which made things worse.",The customer appreciates the constructive handling of miscommunication but highlights significant issues with escalation and accountability.,Negative,2025-11-18T22:50:35,gpt-4o-mini,"[10, 3, 5]",Miscommunication handling,Communication improvement needs
S091,3/07/2025,0448 873 714,0441 120 431,Branch,Combined,NT,"I'm constructive about how my miscommunication was addressed. It seems like there is no proper escalation process or accountability within the team, which made things worse.","['Miscommunication handling', 'Lack of escalation process', 'Accountability issues']","It seems like there is no proper escalation process or accountability within the team, which made things worse.",The customer appreciates the constructive handling of miscommunication but highlights significant issues with escalation and accountability.,Negative,2025-11-18T22:50:35,gpt-4o-mini,"[10, 3, 5]",Lack of escalation process,Escalation and follow-up issues
S091,3/07/2025,0448 873 714,0441 120 431,Branch,Combined,NT,"I'm constructive about how my miscommunication was addressed. It seems like there is no proper escalation process or accountability within the team, which made things worse.","['Miscommunication handling', 'Lack of escalation process', 'Accountability issues']","It seems like there is no proper escalation process or accountability within the team, which made things worse.",The customer appreciates the constructive handling of miscommunication but highlights significant issues with escalation and accountability.,Negative,2025-11-18T22:50:35,gpt-4o-mini,"[10, 3, 5]",Accountability issues,Team accountability challenges
S092,4/09/2025,0498 256 739,0468 592 807,Phone,Combined,NT,"I'm frustrated about how my poor product quality was addressed. It seems like there is no proper escalation process or accountability within the team, which made things worse.","['Poor product quality', 'Lack of escalation process', 'No accountability']",I'm frustrated about how my poor product quality was addressed.,"The respondent is dissatisfied with how their product issues were handled, indicating a need for better procedures and accountability.",Negative,2025-11-18T22:50:38,gpt-4o-mini,"[2, 3, 5]",Poor product quality,Service and Product Quality
S092,4/09/2025,0498 256 739,0468 592 807,Phone,Combined,NT,"I'm frustrated about how my poor product quality was addressed. It seems like there is no proper escalation process or accountability within the team, which made things worse.","['Poor product quality', 'Lack of escalation process', 'No accountability']",I'm frustrated about how my poor product quality was addressed.,"The respondent is dissatisfied with how their product issues were handled, indicating a need for better procedures and accountability.",Negative,2025-11-18T22:50:38,gpt-4o-mini,"[2, 3, 5]",Lack of escalation process,Escalation and follow-up issues
S092,4/09/2025,0498 256 739,0468 592 807,Phone,Combined,NT,"I'm frustrated about how my poor product quality was addressed. It seems like there is no proper escalation process or accountability within the team, which made things worse.","['Poor product quality', 'Lack of escalation process', 'No accountability']",I'm frustrated about how my poor product quality was addressed.,"The respondent is dissatisfied with how their product issues were handled, indicating a need for better procedures and accountability.",Negative,2025-11-18T22:50:38,gpt-4o-mini,"[2, 3, 5]",No accountability,Team accountability challenges
S093,5/06/2025,0426 209 693,0469 388 430,Web,Hospital,NT,"Although the product itself is fine, the unclear instructions made the experience unpleasant. I hope future interactions can be smoother and more efficient for customers like me.","['Unclear instructions', 'Unpleasant experience', 'Need for smoother interactions']",the unclear instructions made the experience unpleasant.,"The customer highlights confusion due to vague instructions, impacting their overall satisfaction.",Negative,2025-11-18T22:50:41,gpt-4o-mini,"[10, 8, 4]",Unclear instructions,Communication improvement needs
S093,5/06/2025,0426 209 693,0469 388 430,Web,Hospital,NT,"Although the product itself is fine, the unclear instructions made the experience unpleasant. I hope future interactions can be smoother and more efficient for customers like me.","['Unclear instructions', 'Unpleasant experience', 'Need for smoother interactions']",the unclear instructions made the experience unpleasant.,"The customer highlights confusion due to vague instructions, impacting their overall satisfaction.",Negative,2025-11-18T22:50:41,gpt-4o-mini,"[10, 8, 4]",Unpleasant experience,Customer service issues
S093,5/06/2025,0426 209 693,0469 388 430,Web,Hospital,NT,"Although the product itself is fine, the unclear instructions made the experience unpleasant. I hope future interactions can be smoother and more efficient for customers like me.","['Unclear instructions', 'Unpleasant experience', 'Need for smoother interactions']",the unclear instructions made the experience unpleasant.,"The customer highlights confusion due to vague instructions, impacting their overall satisfaction.",Negative,2025-11-18T22:50:41,gpt-4o-mini,"[10, 8, 4]",Need for smoother interactions,Service response efficiency
S094,1/09/2025,0493 985 332,0494 739 269,Web,Combined,WA,"I faced a wrong item sent recently and it caused significant inconvenience. While the agent tried to help, the process was confusing and slow, making the whole experience frustrating. My name is daniel yu","['Wrong item sent', 'Confusing process', 'Slow service']","the process was confusing and slow, making the whole experience frustrating.","The customer received the wrong item and found the service slow and confusing, leading to frustration.",Negative,2025-11-18T22:50:43,gpt-4o-mini,"[7, 10, 4]",Wrong item sent,Incorrect item management
S094,1/09/2025,0493 985 332,0494 739 269,Web,Combined,WA,"I faced a wrong item sent recently and it caused significant inconvenience. While the agent tried to help, the process was confusing and slow, making the whole experience frustrating. My name is daniel yu","['Wrong item sent', 'Confusing process', 'Slow service']","the process was confusing and slow, making the whole experience frustrating.","The customer received the wrong item and found the service slow and confusing, leading to frustration.",Negative,2025-11-18T22:50:43,gpt-4o-mini,"[7, 10, 4]",Confusing process,Communication improvement needs
